geocode,legal_description,total_market_land,last_modified,property_address,sub_category,subdivision,owners__0,land_value,building_value,yoY_difference,market_land_details__0,market_land_details__1,market_land_details__2,market_land_details__4,other_building_details__0,other_building_details__1,other_building_details__2,other_building_details__4,other_building_details__5,other_building_details__8,other_building_details__9,other_building_details__10,other_building_details__12,other_building_details__13,other_building_details__16,other_building_details__17,other_building_details__18,other_building_details__20,other_building_details__21,other_building_details__24,other_building_details__25,other_building_details__26,other_building_details__28,other_building_details__29,other_building_details__32,other_building_details__33,other_building_details__34,other_building_details__36,other_building_details__37,other_building_details__40,other_building_details__41,other_building_details__42,other_building_details__44,other_building_details__45,other_building_details__48,other_building_details__49,other_building_details__50,other_building_details__52,other_building_details__53,building_details__3,building_details__4,building_details__5,building_details__6,building_details__8,building_details__10,building_details__11,building_details__12,building_details__14,building_details__15,building_details__16,building_details__17,building_details__18,other_building_details__56,other_building_details__57,other_building_details__58,other_building_details__60,other_building_details__61,building_details__7,building_details__9,building_details__13,building_details__19,other_building_details__64,other_building_details__65,other_building_details__66,other_building_details__68,other_building_details__69,other_building_details__72,other_building_details__73,other_building_details__74,other_building_details__76,other_building_details__77,other_building_details__80,other_building_details__81,other_building_details__82,other_building_details__84,other_building_details__85,market_land_details__6,market_land_details__7,market_land_details__8,market_land_details__10,building_details__20
03-0927-04-3-21-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 16, & W2.7'LT 15, E22.3'LT 17  (1ST ADD TO BLK 5)",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/14/2014 2:07:11 PM,37300,167300,52400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,400,  ,"RRS1 - Shed, Frame",C,3501,112,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-24-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 24, N90 FT LT 24-25",0.103,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/19/2011 9:07:39 AM,33696,196104,54900,Primary Site,   ,   ,33696,RPA2 - Concrete,A,3501,280,  ,RPA2 - Concrete,A,3501,100,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 1 - 2",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,7/28/2023 2:41:53 PM,44177,151180,17956,Primary Site,   ,   ,44177,"CRF1 - Fence, chain link (commercial)",A,3507,  ,  ,"CPA1 - Paving, asphalt",A,3507,4250,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,081 - Multi-Use Apartment,8,1,8,2-Fair,50,1-Hot Air,2-Normal,2-Fair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 24 - 25",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,9/18/2009 11:17:08 AM,42739,255961,73500,Primary Site,   ,   ,42739,"CPA2 - Paving, concrete, 4""",A,3527,600,  ,"CPA2 - Paving, concrete, 4""",A,3527,168,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,011 - Apartment,9,0,9,3-Normal,50,4-Electric,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 16 - 17",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/18/2009 11:12:41 AM,37300,185300,49900,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,204,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,308,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-21-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 30 - 31",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,205300,60300,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,480,  ,"RRS1 - Shed, Frame",C,3501,80,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,264,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-17-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 33 - 34",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/21/2016 3:02:31 PM,37300,256100,67400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA1 - Asphalt,A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,418,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-20-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 32 - 33",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/16/2009 3:30:53 PM,37300,176300,42600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,720,  ,RPA2 - Concrete,A,3501,144,  ,"RRG4 - Garage, masonry, detached, unfinished",3,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-19-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 34 - 36",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/14/2022 8:29:37 AM,40946,231200,62119,Primary Site,   ,   ,40946,RPA2 - Concrete,A,3501,350,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-12-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 17, Lot 39 - 40",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/20/2023 3:15:50 PM,37300,193900,55800,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,840,  ,RPA2 - Concrete,A,3501,320,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,308,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/12/2010 12:58:59 PM,37300,179400,52700,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,300,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,272,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-27-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 2, Lot 24 - 26, (LESS 50 SQ FT STREET) (96)",0.240,10/6/2023 1:55:41 AM,,Mixed Use - Res & Comm,YELLOWSTONE ADD,10/30/2017 4:16:58 PM,58186,266314,57700,Primary Site,   ,   ,58186,"CRS1 - Utility Building, frame",A,3527,  ,  ,"CPA2 - Paving, concrete, 4""",A,3527,156,  ,"CRS1 - Utility Building, frame",A,3527,  ,  ,"CGFU - Garage, detached, frame, unfinished",A,3527,440,  ,"CPA2 - Paving, concrete, 4""",A,3527,1040,  ,,,,,,,,,,,"102 - Residential, 2-family",1,0,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,1-Below Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-28-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 1, Lot 39 - 40",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/4/2017 4:07:24 PM,37300,163300,57100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,200,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 32 - 34",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,40946,173254,54700,Primary Site,   ,   ,40946,RPA2 - Concrete,L,3501,950,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 41 - 42",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/20/2022 9:46:13 AM,37300,306450,81400,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 40, & E21 FT LT 39  W4 FT LT 41",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,251900,78100,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,640,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 1, N38 FT LT 1-2",0.044,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/24/2018 11:06:44 AM,27634,113866,28200,Primary Site,   ,   ,27634,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-07-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 23, Lot 37 - 38",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/6/2013 2:28:56 PM,37300,162900,49600,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,480,  ,RPA2 - Concrete,A,3501,832,  ,"RRS1 - Shed, Frame",A,3501,30,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 12 - 13",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,6/24/2022 3:53:12 PM,37300,270810,68470,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,240,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-26-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 3, Lot 5 - 6",0.161,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,4/5/2010 3:01:17 PM,42739,162261,25000,Primary Site,   ,   ,42739,"CGFU - Garage, detached, frame, unfinished",A,3527,334,  ,"CPA2 - Paving, concrete, 4""",A,3527,75,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"102 - Residential, 2-family",1,2012,0,011 - Apartment,8,1,8,3-Normal,50,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 15 - 16",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/5/2010 2:58:18 PM,37300,283690,83820,Primary Site,   ,   ,37300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-15-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 39 - 40",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/12/2022 3:55:25 PM,37300,212020,62710,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,220,  ,"RRG3 - Garage, frame, detached, unfinished",4,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 10, & W2 LT 9 E2 LT 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/18/2011 10:31:34 AM,37300,241730,61770,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,560,  ,"RRS1 - Shed, Frame",L,3501,120,  ,"RRS1 - Shed, Frame",A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 35 - 36",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,12/24/2019 10:46:37 AM,37300,212500,68900,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,480,  ,RPA2 - Concrete,A,3501,140,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-16-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 41 - 42",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,175300,51900,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,384,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-18-02-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 11, Lot 20, W6.55 FT LT 20 S75 FT LT 21-23",0.150,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/9/2023 1:21:19 PM,36724,196376,49300,Primary Site,   ,   ,36724,"RRS1 - Shed, Frame",A,3501,  ,  ,RPA2 - Concrete,A,3501,480,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-14-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 14, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,1/5/2016 10:48:00 AM,37300,191900,54100,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,264,  ,"RRS2 - Shed, residential, metal",C,3501,  ,  ,RPA2 - Concrete,A,3501,610,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-25-12-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 4, Lot 40 - 50",0.884,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,12/7/2018 12:20:19 PM,205276,1634524,19000,Primary Site,   ,   ,205276,"CRF1 - Fence, chain link (commercial)",A,3507,  ,  ,"CPA1 - Paving, asphalt",A,3507,12500,  ,"CPA2 - Paving, concrete, 4""",A,3507,2550,  ,,,,,,,,,,,,,,,,,,,,,349 - Medical Office Building,1,2009,0,052 - Medical Center,20,1,20,3-Normal,35,1-Hot Air,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-09-13-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 20, Lot 48, N70 FT E2 LT 48 N70 FT LT 49-50",0.201,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,7/26/2021 3:45:07 PM,39264,145136,39300,Primary Site,   ,   ,39264,RPA1 - Asphalt,A,3501,160,  ,"RRS2 - Shed, residential, metal",L,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-06-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 12 - 13",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/18/2017 11:29:54 AM,37300,242100,51200,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",A,3501,624,  ,RPA2 - Concrete,A,3501,280,  ,RPA2 - Concrete,A,3501,480,  ,RLA1 - Living Area (Sqft),L,3501,624,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-16-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 16, Lot 7 - 9",0.241,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,40946,180354,54700,Primary Site,   ,   ,40946,"RRG4 - Garage, masonry, detached, unfinished",5,3501,1008,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-27-14-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 2, Lot 27 - 28",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,10/3/2023 12:39:36 PM,37300,224300,62200,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,"RRT3 - Deck, stone/tile w/sand base",A,3501,  ,  ,"RRT3 - Deck, stone/tile w/sand base",A,3501,  ,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,240,  ,RPA2 - Concrete,A,3501,  ,  ,"RRS1 - Shed, Frame",A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/14/2016 9:54:58 AM,37300,193500,63500,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",A,3501,  ,  ,RPA2 - Concrete,A,3501,700,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-03-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 18 - 19",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/24/2020 5:37:12 PM,37300,262200,71600,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,660,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,600,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-17-24-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 12, Lot 30 - 31",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/16/2019 12:25:06 PM,37300,209100,60500,Primary Site,   ,   ,37300,RPA2 - Concrete,L,3501,160,  ,RPA2 - Concrete,A,3501,800,  ,RPA2 - Concrete,A,3501,312,  ,RPA2 - Concrete,A,3501,648,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,960,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-05-07-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 21, Lot 10 - 11",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,180900,54300,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,396,  ,RPA1 - Asphalt,A,3501,390,  ,RPA2 - Concrete,A,3501,570,  ,RPA2 - Concrete,A,3501,144,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-04-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 16 - 17",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/8/2023 3:03:02 PM,37300,179200,50000,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,456,  ,RPA2 - Concrete,A,3501,420,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-11-05-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 18, Lot 14 - 15, & W2 LT 13",0.201,10/6/2023 1:55:41 AM,,Commercial Property,YELLOWSTONE ADD,8/18/2020 5:27:43 PM,50751,303649,85000,Primary Site,   ,   ,50751,"CPA2 - Paving, concrete, 4""",A,3527,1119,  ,"CGFU - Garage, detached, frame, unfinished",A,3527,460,  ,,,,,,,,,,,,,,,,,,,,,,,,,,"104 - Residential, 4-family",1,0,0,011 - Apartment,9,1,9,3-Normal,50,2-Hot Water or Steam,2-Normal,3-Normal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-27-10-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 2, Lot 35 - 36",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,9/26/2017 1:15:38 PM,37300,188750,54920,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,300,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-18-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 33 - 34",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/4/2022 11:56:27 AM,37300,230600,68800,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",C,3501,80,  ,"RRG3 - Garage, frame, detached, unfinished",5,3501,  ,  ,RPA2 - Concrete,A,3501,  ,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 7 - 8",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/8/2022 8:16:01 AM,37300,188000,43200,Primary Site,   ,   ,37300,"RRS1 - Shed, Frame",L,3501,144,  ,RPA2 - Concrete,A,3501,360,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-13-10-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 13, Lot 6 - 7",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/11/2012 2:44:34 PM,37300,197300,57500,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,600,  ,"RRS1 - Shed, Frame",G,3501,192,  ,RPA2 - Concrete,A,3501,588,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-22-08-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 6, Lot 9 - 10",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,11/6/2007 9:25:03 PM,37300,196600,60800,Primary Site,   ,   ,37300,RPA2 - Concrete,A,3501,900,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,336,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-20-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 9, Lot 3 - 4",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,8/16/2017 9:29:23 AM,37300,180600,54300,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",3,3501,216,  ,RPA2 - Concrete,A,3501,100,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-21-23-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 5, Lot 34 - 35, & W20.7 FT LT 36 (95)",0.224,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/28/2011 9:12:08 AM,40268,395132,120500,Primary Site,   ,   ,40268,RPA2 - Concrete,A,3501,1024,  ,"RRS1 - Shed, Frame",A,3501,96,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-10-03-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 19, Lot 18 - 19",0.161,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,4/19/2018 12:36:06 PM,37300,218200,67600,Primary Site,   ,   ,37300,"RRG3 - Garage, frame, detached, unfinished",4,3501,480,  ,RPA2 - Concrete,A,3501,720,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03-0927-04-3-23-09-0000,"YELLOWSTONE ADD, S04, T01 S, R26 E, BLOCK 7, Lot 7, AND E2 LT 8",0.121,10/6/2023 1:55:41 AM,,Residential Property,YELLOWSTONE ADD,5/15/2018 8:47:33 AM,34912,184288,48900,Primary Site,   ,   ,34912,RPA2 - Concrete,A,3501,660,  ,"RRG3 - Garage, frame, detached, unfinished",3,3501,241,  ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
